# PROVENANCE: AREIL-PROJECT-01-MICROCOSM-DATA
# SYSTEM: 4-Block Factorial Partitioned Rhizobox Microcosm Trial
# POPULATION: Triticum aestivum (cv. Bobwhite WT vs. Tad14 mutant) + Rhizophagus irregularis
# DESIGN: RCBD 4 Blocks x 3 Donor Regimes x 3 Barrier Modes x 2 Recipient Genotypes x 6 Replicates (N=432)
# DATE: 2026-09-05
observation_id,block,donor_regime,barrier_mode,recipient_genotype,replicate,rhizosphere_sl_pmol_g,am_colonization_pct,arbuscule_abundance_pct,tapt4_relative_expression,shoot_phosphorus_mg_g,root_phosphorus_mg_g
OBS_0239,3,P_Starved,M1_Membrane,Tad14_mutant,5,6.021,14.82,10.51,1.08,3.079,2.081
OBS_0240,3,P_Starved,M1_Membrane,Tad14_mutant,6,6.878,14.97,10.94,0.88,3.254,2.163
OBS_0241,3,P_Starved,M2_Mesh,WT,1,7.361,55.52,42.58,7.36,4.555,3.015
OBS_0242,3,P_Starved,M2_Mesh,WT,2,9.127,52.43,38.98,7.73,4.845,3.194
OBS_0243,3,P_Starved,M2_Mesh,WT,3,8.136,54.43,44.85,7.5,4.453,2.995
OBS_0244,3,P_Starved,M2_Mesh,WT,4,7.212,57.15,42.69,7.25,4.571,2.942
OBS_0245,3,P_Starved,M2_Mesh,WT,5,8.183,52.29,38.88,7.88,4.927,3.026
OBS_0246,3,P_Starved,M2_Mesh,WT,6,8.336,56.91,39.59,7.25,4.843,3.034
OBS_0247,3,P_Starved,M2_Mesh,Tad14_mutant,1,7.57,22.09,16.27,0.76,3.034,2.038
OBS_0248,3,P_Starved,M2_Mesh,Tad14_mutant,2,6.529,26.89,18.93,1.15,3.335,2.026
OBS_0249,3,P_Starved,M2_Mesh,Tad14_mutant,3,7.988,18.43,14.2,0.88,3.693,2.338
OBS_0250,3,P_Starved,M2_Mesh,Tad14_mutant,4,8.294,26.41,21.13,1.79,3.396,2.312
OBS_0251,3,P_Starved,M2_Mesh,Tad14_mutant,5,7.51,24.42,17.05,0.78,3.129,2.018
OBS_0252,3,P_Starved,M2_Mesh,Tad14_mutant,6,7.705,24.21,18.36,1.1,3.455,2.127
OBS_0253,3,P_Replete,M0_Solid,WT,1,0.3,12.94,8.35,0.92,2.903,2.019
OBS_0254,3,P_Replete,M0_Solid,WT,2,0.173,12.14,9.64,1.38,3.058,1.967
OBS_0255,3,P_Replete,M0_Solid,WT,3,0.16,13.83,10.56,1.61,3.27,2.077
OBS_0256,3,P_Replete,M0_Solid,WT,4,0.122,15.17,9.85,1.06,2.898,1.843
OBS_0257,3,P_Replete,M0_Solid,WT,5,0.392,16.14,11.27,0.54,2.298,1.492
OBS_0258,3,P_Replete,M0_Solid,WT,6,0.274,19.12,13.42,0.74,3.033,1.881
OBS_0259,3,P_Replete,M0_Solid,Tad14_mutant,1,0.184,16.79,12.91,0.91,2.885,1.799
OBS_0260,3,P_Replete,M0_Solid,Tad14_mutant,2,0.228,14.21,10.44,1.27,2.753,1.913
OBS_0261,3,P_Replete,M0_Solid,Tad14_mutant,3,0.227,14.74,10.18,0.15,3.124,2.1
OBS_0262,3,P_Replete,M0_Solid,Tad14_mutant,4,0.15,14.97,11.09,0.4,2.814,1.896
OBS_0263,3,P_Replete,M0_Solid,Tad14_mutant,5,0.343,15.56,10.36,1.11,2.922,1.758
OBS_0264,3,P_Replete,M0_Solid,Tad14_mutant,6,0.255,12.89,8.86,1.02,3.183,1.972
OBS_0265,3,P_Replete,M1_Membrane,WT,1,0.429,16.21,12.12,1.06,2.879,1.8
OBS_0266,3,P_Replete,M1_Membrane,WT,2,0.319,12.31,7.43,1.15,3.159,1.829
OBS_0267,3,P_Replete,M1_Membrane,WT,3,0.557,16.71,13.41,1.01,2.8,1.805
OBS_0268,3,P_Replete,M1_Membrane,WT,4,0.582,13.42,9.23,0.83,2.75,1.798
OBS_0269,3,P_Replete,M1_Membrane,WT,5,0.412,15.94,11.32,0.9,2.616,1.77
OBS_0270,3,P_Replete,M1_Membrane,WT,6,0.535,14.63,12.4,1.1,2.795,1.781
OBS_0271,3,P_Replete,M1_Membrane,Tad14_mutant,1,0.528,14.79,9.8,1.29,2.753,1.944
OBS_0272,3,P_Replete,M1_Membrane,Tad14_mutant,2,0.335,13.34,10.29,0.99,3.088,2.052
OBS_0273,3,P_Replete,M1_Membrane,Tad14_mutant,3,0.462,12.83,9.76,0.85,2.811,1.747
OBS_0274,3,P_Replete,M1_Membrane,Tad14_mutant,4,0.465,19.86,13.45,0.98,3.211,2.079
OBS_0275,3,P_Replete,M1_Membrane,Tad14_mutant,5,0.679,11.74,8.65,0.9,3.117,2.137
OBS_0276,3,P_Replete,M1_Membrane,Tad14_mutant,6,0.39,16.01,11.73,1.04,2.822,1.863
OBS_0277,3,P_Replete,M2_Mesh,WT,1,0.466,17.14,13.24,0.78,3.351,2.31
OBS_0278,3,P_Replete,M2_Mesh,WT,2,0.419,11.18,7.78,1.58,3.095,1.919
OBS_0279,3,P_Replete,M2_Mesh,WT,3,0.369,18.89,14.01,1.05,3.019,1.927
OBS_0280,3,P_Replete,M2_Mesh,WT,4,0.428,20.9,14.78,1.56,3.435,2.335
OBS_0281,3,P_Replete,M2_Mesh,WT,5,0.623,17.75,12.76,0.81,3.171,1.949
OBS_0282,3,P_Replete,M2_Mesh,WT,6,0.423,15.49,11.28,1.23,3.043,2.032
OBS_0283,3,P_Replete,M2_Mesh,Tad14_mutant,1,0.399,17.87,11.9,1.11,3.557,2.205
OBS_0284,3,P_Replete,M2_Mesh,Tad14_mutant,2,0.613,16.94,12.32,1.19,3.238,2.166
OBS_0285,3,P_Replete,M2_Mesh,Tad14_mutant,3,0.363,16.67,11.84,1.31,3.548,2.292
OBS_0286,3,P_Replete,M2_Mesh,Tad14_mutant,4,0.469,18.48,13.22,0.31,3.316,2.102
OBS_0287,3,P_Replete,M2_Mesh,Tad14_mutant,5,0.449,16.46,11.98,1.32,3.034,2.019
OBS_0288,3,P_Replete,M2_Mesh,Tad14_mutant,6,0.577,17.52,13.05,0.74,3.369,2.136
OBS_0289,3,P_Starved_Tis108,M0_Solid,WT,1,0.226,15.75,12.5,0.87,2.853,1.853
OBS_0290,3,P_Starved_Tis108,M0_Solid,WT,2,0.387,16.88,11.06,0.58,2.695,1.829
OBS_0291,3,P_Starved_Tis108,M0_Solid,WT,3,0.269,14.53,10.36,0.97,3.186,1.982
OBS_0292,3,P_Starved_Tis108,M0_Solid,WT,4,0.304,17.34,12.83,1.02,3.15,1.792
OBS_0293,3,P_Starved_Tis108,M0_Solid,WT,5,0.326,13.1,8.47,1.13,3.232,2.088
OBS_0294,3,P_Starved_Tis108,M0_Solid,WT,6,0.122,18.99,14.67,1.52,3.093,2.018
OBS_0295,3,P_Starved_Tis108,M0_Solid,Tad14_mutant,1,0.294,14.16,9.72,1.71,2.891,1.89
OBS_0296,3,P_Starved_Tis108,M0_Solid,Tad14_mutant,2,0.144,14.91,11.75,0.73,2.973,1.866
OBS_0297,3,P_Starved_Tis108,M0_Solid,Tad14_mutant,3,0.243,13.21,9.49,0.8,2.778,1.688
OBS_0298,3,P_Starved_Tis108,M0_Solid,Tad14_mutant,4,0.19,10.89,8.17,0.98,2.609,1.672
OBS_0299,3,P_Starved_Tis108,M0_Solid,Tad14_mutant,5,0.304,15.63,12.09,0.29,2.955,1.907
OBS_0300,3,P_Starved_Tis108,M0_Solid,Tad14_mutant,6,0.252,15.35,10.59,0.84,2.755,1.88
OBS_0301,3,P_Starved_Tis108,M1_Membrane,WT,1,0.833,21.34,15.32,0.92,2.697,1.607
OBS_0302,3,P_Starved_Tis108,M1_Membrane,WT,2,1.179,17.09,12.66,0.62,3.227,2.051
OBS_0303,3,P_Starved_Tis108,M1_Membrane,WT,3,1.006,20.59,15.56,1.08,2.834,1.659
OBS_0304,3,P_Starved_Tis108,M1_Membrane,WT,4,1.02,15.85,10.79,1.12,3.047,1.96
OBS_0305,3,P_Starved_Tis108,M1_Membrane,WT,5,1.154,16.84,12.42,0.79,3.34,2.161
OBS_0306,3,P_Starved_Tis108,M1_Membrane,WT,6,1.222,18.24,13.3,1.5,3.093,1.954
OBS_0307,3,P_Starved_Tis108,M1_Membrane,Tad14_mutant,1,0.774,11.73,8.49,0.96,2.854,1.844
OBS_0308,3,P_Starved_Tis108,M1_Membrane,Tad14_mutant,2,0.977,13.27,9.61,1.03,2.674,1.84
OBS_0309,3,P_Starved_Tis108,M1_Membrane,Tad14_mutant,3,1.334,17.22,12.69,0.74,3.291,2.021
OBS_0310,3,P_Starved_Tis108,M1_Membrane,Tad14_mutant,4,1.202,17.3,11.99,1.46,2.845,1.874
OBS_0311,3,P_Starved_Tis108,M1_Membrane,Tad14_mutant,5,0.818,14.35,10.8,1.25,2.515,1.733
OBS_0312,3,P_Starved_Tis108,M1_Membrane,Tad14_mutant,6,1.107,17.38,13.3,0.59,2.81,1.733
OBS_0313,3,P_Starved_Tis108,M2_Mesh,WT,1,1.254,20.2,15.17,2.26,3.667,2.322
OBS_0314,3,P_Starved_Tis108,M2_Mesh,WT,2,1.17,16.62,11.43,2.14,3.715,2.277
OBS_0315,3,P_Starved_Tis108,M2_Mesh,WT,3,1.297,20.93,15.31,1.52,3.453,2.196
OBS_0316,3,P_Starved_Tis108,M2_Mesh,WT,4,1.219,22.42,16.15,1.65,3.336,2.159
OBS_0317,3,P_Starved_Tis108,M2_Mesh,WT,5,1.227,20.33,15.94,2.0,3.295,2.211
OBS_0318,3,P_Starved_Tis108,M2_Mesh,WT,6,1.052,24.05,17.67,1.76,3.458,2.085
OBS_0319,3,P_Starved_Tis108,M2_Mesh,Tad14_mutant,1,1.41,13.8,10.01,1.68,3.621,2.423
OBS_0320,3,P_Starved_Tis108,M2_Mesh,Tad14_mutant,2,1.196,12.22,8.53,0.79,2.993,1.931
OBS_0321,3,P_Starved_Tis108,M2_Mesh,Tad14_mutant,3,1.098,11.75,8.81,0.69,3.183,2.267
OBS_0322,3,P_Starved_Tis108,M2_Mesh,Tad14_mutant,4,1.409,10.32,7.31,1.46,3.561,2.183
OBS_0323,3,P_Starved_Tis108,M2_Mesh,Tad14_mutant,5,1.403,15.69,11.23,2.0,2.799,1.841
OBS_0324,3,P_Starved_Tis108,M2_Mesh,Tad14_mutant,6,1.224,19.72,14.28,1.18,3.044,2.003
OBS_0325,4,P_Starved,M0_Solid,WT,1,0.246,17.62,12.42,1.22,2.974,2.033
OBS_0326,4,P_Starved,M0_Solid,WT,2,0.36,11.39,8.78,0.77,2.836,1.793
OBS_0327,4,P_Starved,M0_Solid,WT,3,0.273,10.45,8.83,1.46,3.029,1.964
OBS_0328,4,P_Starved,M0_Solid,WT,4,0.238,17.35,12.94,1.28,3.0,1.932
OBS_0329,4,P_Starved,M0_Solid,WT,5,0.266,15.49,11.86,1.3,2.333,1.562
OBS_0330,4,P_Starved,M0_Solid,WT,6,0.283,15.95,11.24,1.48,3.188,1.999
OBS_0331,4,P_Starved,M0_Solid,Tad14_mutant,1,0.291,13.47,8.96,0.87,3.17,2.151
OBS_0332,4,P_Starved,M0_Solid,Tad14_mutant,2,0.31,17.89,13.25,0.87,3.075,2.073
OBS_0333,4,P_Starved,M0_Solid,Tad14_mutant,3,0.179,19.09,14.29,1.21,3.215,2.087
OBS_0334,4,P_Starved,M0_Solid,Tad14_mutant,4,0.225,15.58,10.75,0.85,2.948,1.846
OBS_0335,4,P_Starved,M0_Solid,Tad14_mutant,5,0.325,11.08,8.07,1.09,2.8,1.876
OBS_0336,4,P_Starved,M0_Solid,Tad14_mutant,6,0.234,11.82,8.15,0.82,2.773,1.872
OBS_0337,4,P_Starved,M1_Membrane,WT,1,6.58,34.71,22.21,4.46,3.577,2.332
OBS_0338,4,P_Starved,M1_Membrane,WT,2,7.205,38.94,26.0,3.18,3.89,2.739
OBS_0339,4,P_Starved,M1_Membrane,WT,3,6.729,35.95,25.17,4.52,3.636,2.415
OBS_0340,4,P_Starved,M1_Membrane,WT,4,5.25,38.16,31.68,4.38,3.738,2.427
OBS_0341,4,P_Starved,M1_Membrane,WT,5,7.129,33.59,23.64,4.06,3.884,2.428
OBS_0342,4,P_Starved,M1_Membrane,WT,6,5.836,35.4,25.48,4.13,3.884,2.621
OBS_0343,4,P_Starved,M1_Membrane,Tad14_mutant,1,6.968,14.89,10.54,0.64,2.77,1.761
OBS_0344,4,P_Starved,M1_Membrane,Tad14_mutant,2,6.333,17.28,12.58,1.41,2.92,1.932
OBS_0345,4,P_Starved,M1_Membrane,Tad14_mutant,3,7.002,17.29,12.05,0.26,2.92,2.023
OBS_0346,4,P_Starved,M1_Membrane,Tad14_mutant,4,6.195,19.11,14.7,1.14,2.993,1.89
OBS_0347,4,P_Starved,M1_Membrane,Tad14_mutant,5,6.791,18.2,13.98,1.06,2.851,1.853
OBS_0348,4,P_Starved,M1_Membrane,Tad14_mutant,6,6.304,12.85,8.07,0.92,2.681,1.702
OBS_0349,4,P_Starved,M2_Mesh,WT,1,6.996,53.82,41.88,7.55,4.956,3.314
OBS_0350,4,P_Starved,M2_Mesh,WT,2,8.463,57.7,41.37,7.67,4.654,2.808
OBS_0351,4,P_Starved,M2_Mesh,WT,3,9.082,55.98,38.28,7.14,5.138,3.156
OBS_0352,4,P_Starved,M2_Mesh,WT,4,7.728,52.66,39.26,7.32,5.023,3.183
OBS_0353,4,P_Starved,M2_Mesh,WT,5,7.104,55.11,37.47,7.7,4.777,3.072
OBS_0354,4,P_Starved,M2_Mesh,WT,6,7.653,48.34,34.43,8.28,5.063,3.288
OBS_0355,4,P_Starved,M2_Mesh,Tad14_mutant,1,8.389,23.66,17.55,0.8,3.425,2.3
OBS_0356,4,P_Starved,M2_Mesh,Tad14_mutant,2,7.42,24.74,17.83,1.45,3.31,2.116
OBS_0357,4,P_Starved,M2_Mesh,Tad14_mutant,3,7.888,23.86,18.66,0.78,2.857,1.871
OBS_0358,4,P_Starved,M2_Mesh,Tad14_mutant,4,7.229,24.05,17.55,1.13,3.508,2.112
OBS_0359,4,P_Starved,M2_Mesh,Tad14_mutant,5,8.023,23.33,15.27,1.15,3.546,2.307
OBS_0360,4,P_Starved,M2_Mesh,Tad14_mutant,6,8.268,20.32,14.13,1.08,3.11,2.141
OBS_0361,4,P_Replete,M0_Solid,WT,1,0.169,13.11,9.57,1.26,3.231,2.253
OBS_0362,4,P_Replete,M0_Solid,WT,2,0.244,13.89,9.3,1.01,3.083,2.095
OBS_0363,4,P_Replete,M0_Solid,WT,3,0.265,15.17,11.01,0.8,3.44,2.07
OBS_0364,4,P_Replete,M0_Solid,WT,4,0.36,21.26,15.31,1.02,2.901,1.87
OBS_0365,4,P_Replete,M0_Solid,WT,5,0.297,10.25,8.01,0.59,2.921,1.861
OBS_0366,4,P_Replete,M0_Solid,WT,6,0.197,11.84,8.75,1.8,2.68,1.757
OBS_0367,4,P_Replete,M0_Solid,Tad14_mutant,1,0.235,17.11,12.33,0.87,3.087,2.174
OBS_0368,4,P_Replete,M0_Solid,Tad14_mutant,2,0.278,17.87,11.94,0.76,3.084,2.142
OBS_0369,4,P_Replete,M0_Solid,Tad14_mutant,3,0.214,15.19,10.93,0.65,3.113,2.106
OBS_0370,4,P_Replete,M0_Solid,Tad14_mutant,4,0.23,14.78,10.8,0.94,2.965,2.114
OBS_0371,4,P_Replete,M0_Solid,Tad14_mutant,5,0.356,15.07,10.46,1.35,2.94,1.854
OBS_0372,4,P_Replete,M0_Solid,Tad14_mutant,6,0.313,19.69,13.7,0.44,3.202,2.015
OBS_0373,4,P_Replete,M1_Membrane,WT,1,0.325,11.18,8.45,0.72,3.171,2.062
OBS_0374,4,P_Replete,M1_Membrane,WT,2,0.264,15.24,11.39,1.18,3.139,2.226
OBS_0375,4,P_Replete,M1_Membrane,WT,3,0.512,20.5,14.85,0.83,2.717,1.751
OBS_0376,4,P_Replete,M1_Membrane,WT,4,0.456,15.97,12.46,0.63,3.007,1.842
OBS_0377,4,P_Replete,M1_Membrane,WT,5,0.46,18.61,13.08,0.23,3.054,2.025
OBS_0378,4,P_Replete,M1_Membrane,WT,6,0.452,19.51,13.21,1.38,3.272,1.952
OBS_0379,4,P_Replete,M1_Membrane,Tad14_mutant,1,0.423,14.39,10.31,1.23,2.843,1.79
OBS_0380,4,P_Replete,M1_Membrane,Tad14_mutant,2,0.466,12.87,8.71,1.35,2.697,1.807
OBS_0381,4,P_Replete,M1_Membrane,Tad14_mutant,3,0.466,11.21,7.77,1.53,2.734,1.739
OBS_0382,4,P_Replete,M1_Membrane,Tad14_mutant,4,0.518,17.74,12.59,0.9,3.263,2.291
OBS_0383,4,P_Replete,M1_Membrane,Tad14_mutant,5,0.56,15.92,10.95,0.82,3.065,2.031
OBS_0384,4,P_Replete,M1_Membrane,Tad14_mutant,6,0.445,17.39,11.48,1.48,2.73,1.743
OBS_0385,4,P_Replete,M2_Mesh,WT,1,0.587,23.09,19.5,1.48,3.11,2.071
OBS_0386,4,P_Replete,M2_Mesh,WT,2,0.531,17.07,13.51,1.35,3.26,2.184
OBS_0387,4,P_Replete,M2_Mesh,WT,3,0.573,20.08,13.96,1.07,2.908,1.929
OBS_0388,4,P_Replete,M2_Mesh,WT,4,0.434,19.09,15.02,1.27,3.297,2.035
OBS_0389,4,P_Replete,M2_Mesh,WT,5,0.437,19.71,14.86,1.17,3.134,1.895
OBS_0390,4,P_Replete,M2_Mesh,WT,6,0.401,20.21,15.02,1.45,3.161,2.055
OBS_0391,4,P_Replete,M2_Mesh,Tad14_mutant,1,0.612,18.62,13.72,1.38,3.064,1.794
OBS_0392,4,P_Replete,M2_Mesh,Tad14_mutant,2,0.554,15.56,10.66,1.45,3.094,2.109
OBS_0393,4,P_Replete,M2_Mesh,Tad14_mutant,3,0.497,18.58,12.36,1.63,3.237,2.068
OBS_0394,4,P_Replete,M2_Mesh,Tad14_mutant,4,0.614,12.18,8.97,0.85,2.882,1.742
OBS_0395,4,P_Replete,M2_Mesh,Tad14_mutant,5,0.628,15.16,11.85,1.02,2.804,1.729
OBS_0396,4,P_Replete,M2_Mesh,Tad14_mutant,6,0.654,16.39,11.44,1.27,3.29,2.249
OBS_0397,4,P_Starved_Tis108,M0_Solid,WT,1,0.173,15.06,10.05,0.95,3.037,1.886
OBS_0398,4,P_Starved_Tis108,M0_Solid,WT,2,0.176,16.89,12.13,1.1,2.813,1.809
OBS_0399,4,P_Starved_Tis108,M0_Solid,WT,3,0.198,18.31,13.94,0.44,2.776,1.679
OBS_0400,4,P_Starved_Tis108,M0_Solid,WT,4,0.256,15.78,10.45,0.77,2.759,1.811
OBS_0401,4,P_Starved_Tis108,M0_Solid,WT,5,0.357,14.12,10.27,0.9,2.92,2.045
OBS_0402,4,P_Starved_Tis108,M0_Solid,WT,6,0.373,12.62,9.51,1.37,2.727,1.84
OBS_0403,4,P_Starved_Tis108,M0_Solid,Tad14_mutant,1,0.277,13.08,8.94,1.45,3.04,2.026
OBS_0404,4,P_Starved_Tis108,M0_Solid,Tad14_mutant,2,0.247,17.02,11.35,1.46,3.237,2.082
OBS_0405,4,P_Starved_Tis108,M0_Solid,Tad14_mutant,3,0.223,12.02,8.9,1.29,2.966,2.028
OBS_0406,4,P_Starved_Tis108,M0_Solid,Tad14_mutant,4,0.22,17.47,11.86,1.08,2.942,1.932
OBS_0407,4,P_Starved_Tis108,M0_Solid,Tad14_mutant,5,0.361,15.66,11.79,0.94,2.627,1.845
OBS_0408,4,P_Starved_Tis108,M0_Solid,Tad14_mutant,6,0.231,12.64,9.45,0.91,3.038,2.001
OBS_0409,4,P_Starved_Tis108,M1_Membrane,WT,1,1.007,15.56,10.77,0.99,2.897,1.877
OBS_0410,4,P_Starved_Tis108,M1_Membrane,WT,2,1.244,19.37,15.1,1.11,3.133,2.083
OBS_0411,4,P_Starved_Tis108,M1_Membrane,WT,3,1.327,17.8,13.34,1.48,2.808,1.898
OBS_0412,4,P_Starved_Tis108,M1_Membrane,WT,4,1.623,15.62,11.27,1.55,3.034,2.07
OBS_0413,4,P_Starved_Tis108,M1_Membrane,WT,5,1.441,15.56,10.34,1.42,3.239,2.083
OBS_0414,4,P_Starved_Tis108,M1_Membrane,WT,6,0.997,14.12,10.56,1.1,3.458,2.455
OBS_0415,4,P_Starved_Tis108,M1_Membrane,Tad14_mutant,1,0.766,14.47,10.92,0.97,2.94,1.913
OBS_0416,4,P_Starved_Tis108,M1_Membrane,Tad14_mutant,2,1.313,15.86,10.98,0.94,3.268,2.001
OBS_0417,4,P_Starved_Tis108,M1_Membrane,Tad14_mutant,3,1.344,15.17,10.76,1.39,3.025,2.018
OBS_0418,4,P_Starved_Tis108,M1_Membrane,Tad14_mutant,4,1.399,15.04,10.46,0.73,2.768,2.044
OBS_0419,4,P_Starved_Tis108,M1_Membrane,Tad14_mutant,5,1.099,12.39,8.26,1.28,3.07,2.046
OBS_0420,4,P_Starved_Tis108,M1_Membrane,Tad14_mutant,6,0.98,15.57,11.42,1.14,2.462,1.583
OBS_0421,4,P_Starved_Tis108,M2_Mesh,WT,1,1.406,22.66,19.02,2.07,3.341,2.264
OBS_0422,4,P_Starved_Tis108,M2_Mesh,WT,2,1.096,23.29,17.34,2.66,3.161,2.1
OBS_0423,4,P_Starved_Tis108,M2_Mesh,WT,3,1.502,23.64,16.16,1.79,3.345,2.272
OBS_0424,4,P_Starved_Tis108,M2_Mesh,WT,4,1.232,18.96,13.69,1.69,3.133,2.016
OBS_0425,4,P_Starved_Tis108,M2_Mesh,WT,5,1.759,28.51,21.02,1.46,3.286,2.236
OBS_0426,4,P_Starved_Tis108,M2_Mesh,WT,6,1.418,18.08,11.66,2.59,3.496,2.181
OBS_0427,4,P_Starved_Tis108,M2_Mesh,Tad14_mutant,1,1.319,11.25,8.1,1.32,3.383,2.096
OBS_0428,4,P_Starved_Tis108,M2_Mesh,Tad14_mutant,2,1.443,15.69,11.46,0.9,3.09,1.916
OBS_0429,4,P_Starved_Tis108,M2_Mesh,Tad14_mutant,3,1.289,20.33,14.45,1.22,2.861,1.834
OBS_0430,4,P_Starved_Tis108,M2_Mesh,Tad14_mutant,4,1.687,24.91,16.83,1.72,3.399,2.238
OBS_0431,4,P_Starved_Tis108,M2_Mesh,Tad14_mutant,5,1.162,19.07,14.03,1.19,3.449,2.355
OBS_0432,4,P_Starved_Tis108,M2_Mesh,Tad14_mutant,6,1.199,14.67,10.44,0.93,3.166,2.175
